SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,DATA_GROUP,LUNCH_PROGRAM,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,UNDERWOOD ELEM.,01,,MO-048071,2918300,MO-048071-5040048071,291830002669,2902669,Free and Reduced-price Lunch Table,No Category Codes,205,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,UNDERWOOD ELEM.,01,,MO-048071,2918300,MO-048071-5040048071,291830002669,2902669,Direct Certification,Not Applicable,114,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,UNDERWOOD ELEM.,01,,MO-048071,2918300,MO-048071-5040048071,291830002669,2902669,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNDERWOOD ELEM.,01,,MO-048071,2918300,MO-048071-5040048071,291830002669,2902669,Free and Reduced-price Lunch Table,Free lunch qualified,173,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNDERWOOD ELEM.,01,,MO-048071,2918300,MO-048071-5040048071,291830002669,2902669,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,32,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN HILL ELEM.,01,,MO-048071,2918300,MO-048071-5080048071,291830002775,2902775,Free and Reduced-price Lunch Table,No Category Codes,61,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN HILL ELEM.,01,,MO-048071,2918300,MO-048071-5080048071,291830002775,2902775,Direct Certification,Not Applicable,18,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN HILL ELEM.,01,,MO-048071,2918300,MO-048071-5080048071,291830002775,2902775,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN HILL ELEM.,01,,MO-048071,2918300,MO-048071-5080048071,291830002775,2902775,Free and Reduced-price Lunch Table,Free lunch qualified,43,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN HILL ELEM.,01,,MO-048071,2918300,MO-048071-5080048071,291830002775,2902775,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,18,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WOODLAND ELEM.,01,,MO-048071,2918300,MO-048071-6000048071,291830002776,2902776,Free and Reduced-price Lunch Table,No Category Codes,73,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WOODLAND ELEM.,01,,MO-048071,2918300,MO-048071-6000048071,291830002776,2902776,Direct Certification,Not Applicable,33,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WOODLAND ELEM.,01,,MO-048071,2918300,MO-048071-6000048071,291830002776,2902776,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WOODLAND ELEM.,01,,MO-048071,2918300,MO-048071-6000048071,291830002776,2902776,Free and Reduced-price Lunch Table,Free lunch qualified,58,Category Set A,Reported
2024-2025,29,MISSOURI,MO,WOODLAND ELEM.,01,,MO-048071,2918300,MO-048071-6000048071,291830002776,2902776,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,15,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT WEST HIGH,01,,MO-048071,2918300,MO-048071-1085048071,291830002795,2902795,Free and Reduced-price Lunch Table,No Category Codes,235,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT WEST HIGH,01,,MO-048071,2918300,MO-048071-1085048071,291830002795,2902795,Direct Certification,Not Applicable,73,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT WEST HIGH,01,,MO-048071,2918300,MO-048071-1085048071,291830002795,2902795,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT WEST HIGH,01,,MO-048071,2918300,MO-048071-1085048071,291830002795,2902795,Free and Reduced-price Lunch Table,Free lunch qualified,174,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT WEST HIGH,01,,MO-048071,2918300,MO-048071-1085048071,291830002795,2902795,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,61,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUMMIT LAKES MIDDLE,01,,MO-048071,2918300,MO-048071-3050048071,291830002806,2902806,Free and Reduced-price Lunch Table,No Category Codes,150,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUMMIT LAKES MIDDLE,01,,MO-048071,2918300,MO-048071-3050048071,291830002806,2902806,Direct Certification,Not Applicable,42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUMMIT LAKES MIDDLE,01,,MO-048071,2918300,MO-048071-3050048071,291830002806,2902806,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUMMIT LAKES MIDDLE,01,,MO-048071,2918300,MO-048071-3050048071,291830002806,2902806,Free and Reduced-price Lunch Table,Free lunch qualified,98,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUMMIT LAKES MIDDLE,01,,MO-048071,2918300,MO-048071-3050048071,291830002806,2902806,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,52,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONGVIEW FARM ELEM.,01,,MO-048071,2918300,MO-048071-4070048071,291830002867,2902867,Free and Reduced-price Lunch Table,No Category Codes,30,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LONGVIEW FARM ELEM.,01,,MO-048071,2918300,MO-048071-4070048071,291830002867,2902867,Direct Certification,Not Applicable,9,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LONGVIEW FARM ELEM.,01,,MO-048071,2918300,MO-048071-4070048071,291830002867,2902867,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONGVIEW FARM ELEM.,01,,MO-048071,2918300,MO-048071-4070048071,291830002867,2902867,Free and Reduced-price Lunch Table,Free lunch qualified,26,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONGVIEW FARM ELEM.,01,,MO-048071,2918300,MO-048071-4070048071,291830002867,2902867,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,4,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUMMIT POINTE ELEM.,01,,MO-048071,2918300,MO-048071-6010048071,291830003010,2903010,Free and Reduced-price Lunch Table,No Category Codes,64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUMMIT POINTE ELEM.,01,,MO-048071,2918300,MO-048071-6010048071,291830003010,2903010,Direct Certification,Not Applicable,17,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUMMIT POINTE ELEM.,01,,MO-048071,2918300,MO-048071-6010048071,291830003010,2903010,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUMMIT POINTE ELEM.,01,,MO-048071,2918300,MO-048071-6010048071,291830003010,2903010,Free and Reduced-price Lunch Table,Free lunch qualified,51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUMMIT POINTE ELEM.,01,,MO-048071,2918300,MO-048071-6010048071,291830003010,2903010,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,13,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUNSET VALLEY ELEM.,01,,MO-048071,2918300,MO-048071-5045048071,291830003134,2903134,Free and Reduced-price Lunch Table,No Category Codes,72,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNSET VALLEY ELEM.,01,,MO-048071,2918300,MO-048071-5045048071,291830003134,2903134,Direct Certification,Not Applicable,22,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNSET VALLEY ELEM.,01,,MO-048071,2918300,MO-048071-5045048071,291830003134,2903134,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUNSET VALLEY ELEM.,01,,MO-048071,2918300,MO-048071-5045048071,291830003134,2903134,Free and Reduced-price Lunch Table,Free lunch qualified,51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SUNSET VALLEY ELEM.,01,,MO-048071,2918300,MO-048071-5045048071,291830003134,2903134,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,21,Category Set A,Reported
2024-2025,29,MISSOURI,MO,East Trails Middle School,01,,MO-048071,2918300,MO-048071-3020048071,291830003407,2903407,Free and Reduced-price Lunch Table,No Category Codes,253,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,East Trails Middle School,01,,MO-048071,2918300,MO-048071-3020048071,291830003407,2903407,Direct Certification,Not Applicable,72,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,East Trails Middle School,01,,MO-048071,2918300,MO-048071-3020048071,291830003407,2903407,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,East Trails Middle School,01,,MO-048071,2918300,MO-048071-3020048071,291830003407,2903407,Free and Reduced-price Lunch Table,Free lunch qualified,181,Category Set A,Reported
2024-2025,29,MISSOURI,MO,East Trails Middle School,01,,MO-048071,2918300,MO-048071-3020048071,291830003407,2903407,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,72,Category Set A,Reported
2024-2025,29,MISSOURI,MO,R-7 Online Academy,01,,MO-048071,2918300,MO-048071-8000048071,291830003408,2903408,Free and Reduced-price Lunch Table,No Category Codes,3,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,R-7 Online Academy,01,,MO-048071,2918300,MO-048071-8000048071,291830003408,2903408,Direct Certification,Not Applicable,3,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,R-7 Online Academy,01,,MO-048071,2918300,MO-048071-8000048071,291830003408,2903408,Free and Reduced-price Lunch Table,Missing,,Category Set A,Not reported
2024-2025,29,MISSOURI,MO,R-7 Online Academy,01,,MO-048071,2918300,MO-048071-8000048071,291830003408,2903408,Free and Reduced-price Lunch Table,Free lunch qualified,,Category Set A,Suppressed
2024-2025,29,MISSOURI,MO,R-7 Online Academy,01,,MO-048071,2918300,MO-048071-8000048071,291830003408,2903408,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,,Category Set A,Suppressed
2024-2025,29,MISSOURI,MO,ALEXANDER DONIPHAN ELEM.,01,,MO-024090,2918540,MO-024090-4020024090,291854001004,2901004,Free and Reduced-price Lunch Table,No Category Codes,85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ALEXANDER DONIPHAN ELEM.,01,,MO-024090,2918540,MO-024090-4020024090,291854001004,2901004,Direct Certification,Not Applicable,29,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ALEXANDER DONIPHAN ELEM.,01,,MO-024090,2918540,MO-024090-4020024090,291854001004,2901004,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALEXANDER DONIPHAN ELEM.,01,,MO-024090,2918540,MO-024090-4020024090,291854001004,2901004,Free and Reduced-price Lunch Table,Free lunch qualified,60,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALEXANDER DONIPHAN ELEM.,01,,MO-024090,2918540,MO-024090-4020024090,291854001004,2901004,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,25,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN ELEM.,01,,MO-024090,2918540,MO-024090-4040024090,291854001005,2901005,Free and Reduced-price Lunch Table,No Category Codes,79,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN ELEM.,01,,MO-024090,2918540,MO-024090-4040024090,291854001005,2901005,Direct Certification,Not Applicable,35,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN ELEM.,01,,MO-024090,2918540,MO-024090-4040024090,291854001005,2901005,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN ELEM.,01,,MO-024090,2918540,MO-024090-4040024090,291854001005,2901005,Free and Reduced-price Lunch Table,Free lunch qualified,57,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN ELEM.,01,,MO-024090,2918540,MO-024090-4040024090,291854001005,2901005,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,22,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK ELEM.,01,,MO-024090,2918540,MO-024090-4060024090,291854001007,2901007,Free and Reduced-price Lunch Table,No Category Codes,104,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK ELEM.,01,,MO-024090,2918540,MO-024090-4060024090,291854001007,2901007,Direct Certification,Not Applicable,29,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK ELEM.,01,,MO-024090,2918540,MO-024090-4060024090,291854001007,2901007,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK ELEM.,01,,MO-024090,2918540,MO-024090-4060024090,291854001007,2901007,Free and Reduced-price Lunch Table,Free lunch qualified,65,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK ELEM.,01,,MO-024090,2918540,MO-024090-4060024090,291854001007,2901007,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,39,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MANOR HILL ELEM.,01,,MO-024090,2918540,MO-024090-4080024090,291854001009,2901009,Free and Reduced-price Lunch Table,No Category Codes,126,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MANOR HILL ELEM.,01,,MO-024090,2918540,MO-024090-4080024090,291854001009,2901009,Direct Certification,Not Applicable,55,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MANOR HILL ELEM.,01,,MO-024090,2918540,MO-024090-4080024090,291854001009,2901009,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MANOR HILL ELEM.,01,,MO-024090,2918540,MO-024090-4080024090,291854001009,2901009,Free and Reduced-price Lunch Table,Free lunch qualified,98,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MANOR HILL ELEM.,01,,MO-024090,2918540,MO-024090-4080024090,291854001009,2901009,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,28,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RIDGEVIEW ELEM.,01,,MO-024090,2918540,MO-024090-4100024090,291854001010,2901010,Free and Reduced-price Lunch Table,No Category Codes,142,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RIDGEVIEW ELEM.,01,,MO-024090,2918540,MO-024090-4100024090,291854001010,2901010,Direct Certification,Not Applicable,63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RIDGEVIEW ELEM.,01,,MO-024090,2918540,MO-024090-4100024090,291854001010,2901010,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RIDGEVIEW ELEM.,01,,MO-024090,2918540,MO-024090-4100024090,291854001010,2901010,Free and Reduced-price Lunch Table,Free lunch qualified,116,Category Set A,Reported
2024-2025,29,MISSOURI,MO,RIDGEVIEW ELEM.,01,,MO-024090,2918540,MO-024090-4100024090,291854001010,2901010,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,26,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY HIGH,01,,MO-024090,2918540,MO-024090-1050024090,291854001011,2901011,Free and Reduced-price Lunch Table,No Category Codes,399,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY HIGH,01,,MO-024090,2918540,MO-024090-1050024090,291854001011,2901011,Direct Certification,Not Applicable,108,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY HIGH,01,,MO-024090,2918540,MO-024090-1050024090,291854001011,2901011,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY HIGH,01,,MO-024090,2918540,MO-024090-1050024090,291854001011,2901011,Free and Reduced-price Lunch Table,Free lunch qualified,284,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY HIGH,01,,MO-024090,2918540,MO-024090-1050024090,291854001011,2901011,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,115,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILD. EDUCATION CTR.,01,,MO-024090,2918540,MO-024090-7500024090,291854002615,2902615,Free and Reduced-price Lunch Table,No Category Codes,42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILD. EDUCATION CTR.,01,,MO-024090,2918540,MO-024090-7500024090,291854002615,2902615,Direct Certification,Not Applicable,18,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILD. EDUCATION CTR.,01,,MO-024090,2918540,MO-024090-7500024090,291854002615,2902615,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILD. EDUCATION CTR.,01,,MO-024090,2918540,MO-024090-7500024090,291854002615,2902615,Free and Reduced-price Lunch Table,Free lunch qualified,33,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILD. EDUCATION CTR.,01,,MO-024090,2918540,MO-024090-7500024090,291854002615,2902615,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,9,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3050024090,291854002616,2902616,Free and Reduced-price Lunch Table,No Category Codes,216,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3050024090,291854002616,2902616,Direct Certification,Not Applicable,73,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3050024090,291854002616,2902616,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3050024090,291854002616,2902616,Free and Reduced-price Lunch Table,Free lunch qualified,150,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3050024090,291854002616,2902616,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,66,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LILLIAN SCHUMACHER ELEM.,01,,MO-024090,2918540,MO-024090-4120024090,291854002729,2902729,Free and Reduced-price Lunch Table,No Category Codes,167,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LILLIAN SCHUMACHER ELEM.,01,,MO-024090,2918540,MO-024090-4120024090,291854002729,2902729,Direct Certification,Not Applicable,60,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LILLIAN SCHUMACHER ELEM.,01,,MO-024090,2918540,MO-024090-4120024090,291854002729,2902729,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LILLIAN SCHUMACHER ELEM.,01,,MO-024090,2918540,MO-024090-4120024090,291854002729,2902729,Free and Reduced-price Lunch Table,Free lunch qualified,124,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LILLIAN SCHUMACHER ELEM.,01,,MO-024090,2918540,MO-024090-4120024090,291854002729,2902729,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,43,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SOUTH VALLEY MIDDLE,01,,MO-024090,2918540,MO-024090-3070024090,291854002800,2902800,Free and Reduced-price Lunch Table,No Category Codes,159,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTH VALLEY MIDDLE,01,,MO-024090,2918540,MO-024090-3070024090,291854002800,2902800,Direct Certification,Not Applicable,41,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTH VALLEY MIDDLE,01,,MO-024090,2918540,MO-024090-3070024090,291854002800,2902800,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SOUTH VALLEY MIDDLE,01,,MO-024090,2918540,MO-024090-3070024090,291854002800,2902800,Free and Reduced-price Lunch Table,Free lunch qualified,122,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SOUTH VALLEY MIDDLE,01,,MO-024090,2918540,MO-024090-3070024090,291854002800,2902800,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,SHOAL CREEK ELEM.,01,,MO-024090,2918540,MO-024090-4140024090,291854002804,2902804,Free and Reduced-price Lunch Table,No Category Codes,63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHOAL CREEK ELEM.,01,,MO-024090,2918540,MO-024090-4140024090,291854002804,2902804,Direct Certification,Not Applicable,26,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHOAL CREEK ELEM.,01,,MO-024090,2918540,MO-024090-4140024090,291854002804,2902804,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
